full_address,house_number,house_number_suffix,street_predirection,street_name,street_type,address_postdirection,city,state,zipcode,latitude,longitude,precinct_portion_id
8 MEADOWLARK LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
138 GRENWICH DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
135 W NORTH ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
431 S SQUIRE ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
1032 FAIRVIEW DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
525 JAHNS RD,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
910 WESTMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
900 MELODY LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
735 SHEFFIELD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
423 N EAST ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
1093 DODD ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
216 RAILWAY AVE,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
340 N LIND ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
240 CHURCH ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
336 E MAPLE ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
1006 WESTCHESTER AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
815 HUDDLE RD,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
10693 HENRY LUCAS CO RD,,,,,,,GRAND RAPIDS,OH,43522,,,35-P-ABF
702 RAILROAD ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
271 E MARION ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
1165 KENILWORTH AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
303 N HENRY ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
1043 REYNOLDS ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
135 W ELM ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
314 W MAPLE ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
850 MONROE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
734 E WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
1449 S EAST ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
580 NORTH ST,,,,,,,COLTON,OH,43510,,,35-P-ABF
622 RAILWAY AVE,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
1131 WILLARD ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
152 RIDGE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-ABE
108 E ELM ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
818 HOBSON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
20757 US HIGHWAY 6,,,,,,,RIDGEVILLE CORNERS,OH,43555,,,35-P-ABE
8825 US HIGHWAY 6,,,,,,,NAPOLEON,OH,43545,,,35-P-AAQ
209 N TURKEYFOOT AVE,,,,,,,MALINTA,OH,43535,,,35-P-AAY
65 JOLIETTE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
101 W HIGH ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
908 DAGGETT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
136 GRENWICH DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
415 E WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
123 N TURKEYFOOT AVE,,,,,,,MALINTA,OH,43535,,,35-P-AAY
580 BUCKEYE LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
1505 WILLIAMSBURG DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
526 W MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
630 W CLINTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
424 E MAIN ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
966 CLAIRMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
105 FOREST ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
439 S SQUIRE ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
880 DAGGETT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
140 ORCHARD LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
714 STRONG ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
230 NORTHCREST DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
422 N KEYSER ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
321 SMITH ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
141 N PARK ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
332 N LIND ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
217 CAREY ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
203 N CANAL ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
15 SUTHERLAND AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
330 COWEN ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
207 HIGH ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
70 VINCENNES DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
1485 WILLIAMSBURG DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
723 STRONG ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
217 1/2 N BRAYER ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
508 EAST ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
1160 BECCA LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
303 APPIAN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
1133 HIGHLAND AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
850 STRONG ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
101 GARFIELD ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
217 N EAST ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
310 E MAPLE ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
252 WALNUT ST,,,,,,,RIDGEVILLE CORNERS,OH,43555,,,35-P-ABE
440 N HARMONY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
200 COLLINGWOOD DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
330 ROHRS ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
911 W GRACEWAY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
1053 N PERRY ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
560 BECKLEE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
315 CHERRY ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
111 E SCHOOL ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
965 CLAIRMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
114 S HENRY ST,,,,,,,MALINTA,OH,43535,,,35-P-AAY
15449 US HIGHWAY 6,,,,,,,NAPOLEON,OH,43545,,,35-P-ABA
440 W ELM ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
1195 INDIANA AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
1040 WILLARD ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
112 N BRAYER ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
455 S EAST ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
321 CHICAGO AVE,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
109 CHURCH ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
293 PATRICIA AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
165 MASON ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
217 W WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
102 WALNUT ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
303 SHEFFIELD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
1280 W RIVERVIEW AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
225 N MAIN ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
813 PARK ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
78 OAK DR,,,,,,,NAPOLEON,OH,43545,,,35-P-ABA
1031 DODD ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
109 ANN ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
138 E MAIN ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
1037 W WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
108 W MAIN ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
232 E BARNES AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
255 W SUMMIT ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
119 W ELM ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
1326 WOODLAWN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
203 FREASE ST,,,,,,,MALINTA,OH,43535,,,35-P-AAY
524 E WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
663 CRIPPLE CREEK CT,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
161 E MAUMEE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
132 E BARNES AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
365 REED ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
120 GLENBROOK CT,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
90 DUQUESNE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
122 S KEYSER ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
756 W WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
834 DAGGETT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
409 N KEYSER ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
1211 WOODLAWN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
436 S SQUIRE ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
2419 GLEN ARBORS DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
615 EUCLID AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
6 BAUMAN PL,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
906 LUMBARD ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
382 INDEPENDENCE CT,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
80 CAPRI DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
294 PATRICIA AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
873 HUDDLE RD,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
475 MARLOW DR,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAT
150 DEPOT ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
146 NORTHCREST DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
321 REED ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
825 1/2 MAPLE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
422 E WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
734 S PERRY ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
201 JAHNS RD,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
828 MAPLE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
1071 N PERRY ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
594 BECKLEE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
114 BROWNELL ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
529 W MAPLE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
120 W ELM ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
960 W RIVERVIEW AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
645 APPIAN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
520 W NORTH ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
288 PATRICIA AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
223 STEARNS AVE,,,,,,,DESHLER,OH,43516,,,35-P-AAL
1011 W PATRIOT DR,,,,,,,DESHLER,OH,43516,,,35-P-AAL
226 E PLUM ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
421 N UPTON ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
1120 BECCA LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
1110 N SHEFFIELD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
621 JAHNS RD,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
707 PARK ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
415 LEE AVE,,,,,,,HOLGATE,OH,43527,,,35-P-AAB
125 NORTHCREST DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
309 MICHAEL DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
228 E MAPLE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
320 MAIN ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
1035 KENILWORTH AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
16422 US HIGHWAY 6,,,,,,,NAPOLEON,OH,43545,,,35-P-ABB
505 COLDWATER RD,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
817 WALNUT ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-ABF
129 BRADFORD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
131 MEEKISON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
215 ORCHARD LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
322 CHERRY ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
208 S DAMASCUS ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
1073 STEVENSON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
1025 WESTCHESTER AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
304 ROHRS ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
878 W GRACEWAY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
160 WAYNE PARK DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
1210 DETROIT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
502 EAST ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
673 ARIEL CT,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAT
303 RANDOLPH ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
2455 GLEN ARBORS DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
U569 HENRY ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-ABF
323 W MAPLE ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
7359 US HIGHWAY 6,,,,,,,NAPOLEON,OH,43545,,,35-P-AAQ
321 S UPTON ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
1270 INDIANA AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
545 UNION ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
315 N GREENLER ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
511 FILMORE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
403 CHERRY ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
103 S MARKET ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
1144 HIGHLAND AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
253 WEST ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
524 E ELM ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
636 WELSTED ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
435 HALEY ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
20 SUTHERLAND AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
35 JOLIETTE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
524 WAYNE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
320 E NORTH ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
424 N SQUIRE ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
1045 WESTMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
309 S THERESE ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
530 W WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
440 N KEYSER ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
221 E CLINTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
303 LEE AVE,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
301 E MAPLE ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
442 SECOND ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-ABF
908 WALNUT ST,,,,,,,NEW BAVARIA,OH,43548,,,35-P-ABC
230 KOLBE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
204 E WABASH ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
131 W MAIN ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
581 W SUMMIT ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
77 VALLEYBROOK ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
242 N KEYSER ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
409 N GREENLER ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
434 NAPOLEON ST,,,,,,,COLTON,OH,43510,,,35-P-ABF
120 CAPRI DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
314 SHELBY ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
944 ARPS DR,,,,,,,DESHLER,OH,43516,,,35-P-AAJ
1051 DODD ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
960 N HARMONY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
1163 CLAIRMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
948 MOSER DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
424 S KEYSER ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
232 BROWNELL ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
249 WALNUT ST,,,,,,,RIDGEVILLE CORNERS,OH,43555,,,35-P-ABE
820 KENILWORTH AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
112 E YOUNG ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
1448 OHIO ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
386 INDEPENDENCE CT,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
284 PATRICIA AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
18 LAKEVIEW DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
402 W MAIN ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
921 LUMBARD ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
23633 US HIGHWAY 6,,,,,,,STRYKER,OH,43557,,,35-P-ABE
1014 W PATRIOT DR,,,,,,,DESHLER,OH,43516,,,35-P-AAL
310 KAUFMAN ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
420 COWEN ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
104 W SCHOOL ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
936 HALEY AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
1086 DODD ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
649 BECKHAM ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
106 CREAGER LN,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
131 W BARNES AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
404 RANDOLPH ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
186 THOMAS AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
886 W GRACEWAY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
216 E HIGH ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
332 W WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
650 MARION ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
402 SYCAMORE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
1122 OHIO ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
610 HALEY AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
313 SYCAMORE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
489 INDEPENDENCE CT,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
315 E MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
1042 HIGHLAND AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
422 SMITH ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
489 E MAUMEE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
430 W WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
602 W MAPLE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
135 BORDEAUX DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
765 FRANK ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
1025 N SCOTT ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
207 GRENWICH DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
576 BECKLEE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
910 E GRACEWAY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
647 PARK ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
1033 WOODLAWN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
391 INDEPENDENCE CT,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
221 S THERESE ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
7 MEADOWLARK LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
525 BUCKEYE LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
701 UNION ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
1019 REYNOLDS ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAQ
331 W MAIN ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
735 HALEY ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
128 SHEFFIELD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
65 BORDEAUX DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
724 WELSTED ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
1015 W WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
504 WELSTED ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
945 MELODY LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
925 LYNNE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
202 W HIGH ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
703 AERIAL CT,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAT
518 HIGH ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
230 COLDWATER RD,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
119 WILLIAM ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
550 ROHM DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
230 RAILROAD ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
1402 OHIO ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
707 CATHERINE DR,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-ABF
779 HALEY ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
1050 LAGRANGE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
901 DAGGETT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
1109 WILLARD ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
30 LAFAYETTE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
664 RAILROAD ST,,,,,,,NEW BAVARIA,OH,43548,,,35-P-ABC
311 MEEKISON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
222 S WILHELM ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
330 STEARNS AVE,,,,,,,DESHLER,OH,43516,,,35-P-AAL
1 LAKEVIEW DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
102 E NORTH ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
210 ORCHARD LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
334 MEEKISON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
17293 US HIGHWAY 6,,,,,,,NAPOLEON,OH,43545,,,35-P-ABB
1156 WESTMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
240 CLEVELAND ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
17626 US HIGHWAY 6,,,,,,,NAPOLEON,OH,43545,,,35-P-ABB
104 E HIGH ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
575 W CROSS ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
1126 CHELSEA AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
420 W MAIN ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
519 RICHOLT ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
112 HOLLY HILL DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
415 W CLINTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
207 YEAGER ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
554 BECKLEE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
165 HOCKMAN ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
120 N LIND ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
839 WELSTED ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
1005 N PERRY ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
4 PARK CT,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
273 GRENWICH DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
874 WALNUT ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-ABF
403 S SQUIRE ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
415 CHICAGO AVE,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
810 CLAIRMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
56 SUNNYDALE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
1212 E RIVERVIEW AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
425 BUTTERNUT ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
235 NORTHCREST DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
